Type,X,Y,BB Width,BB Height,filename,Image Width,Image Height
figure,205,414,571,68,video7_4_6_shot63.jpg,1280,720
header,649,47,217,21,video7_4_6_shot63.jpg,1280,720
handwriting,796,401,199,225,video7_4_6_shot63.jpg,1280,720
text box,97,489,598,107,video7_4_6_shot63.jpg,1280,720
instructor,964,360,316,360,video7_4_6_shot63.jpg,1280,720
header,129,11,289,55,video7_4_6_shot64.jpg,1280,720
header,648,49,219,17,video7_4_6_shot64.jpg,1280,720
title,98,87,724,101,video7_4_6_shot64.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot64.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot64.jpg,1280,720
handwriting,794,387,202,242,video7_4_6_shot64.jpg,1280,720
instructor,960,358,319,361,video7_4_6_shot64.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot64.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot64.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot64.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot64.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot64.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot64.jpg,1280,720
header,129,11,289,55,video7_4_6_shot65.jpg,1280,720
header,648,49,219,17,video7_4_6_shot65.jpg,1280,720
title,98,87,724,101,video7_4_6_shot65.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot65.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot65.jpg,1280,720
handwriting,794,372,202,257,video7_4_6_shot65.jpg,1280,720
instructor,964,352,315,368,video7_4_6_shot65.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot65.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot65.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot65.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot65.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot65.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot65.jpg,1280,720
header,129,11,289,55,video7_4_6_shot66.jpg,1280,720
header,648,49,219,17,video7_4_6_shot66.jpg,1280,720
title,98,87,724,101,video7_4_6_shot66.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot66.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot66.jpg,1280,720
handwriting,794,372,202,257,video7_4_6_shot66.jpg,1280,720
instructor,955,358,324,361,video7_4_6_shot66.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot66.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot66.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot66.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot66.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot66.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot66.jpg,1280,720
header,129,11,289,55,video7_4_6_shot67.jpg,1280,720
header,648,49,219,17,video7_4_6_shot67.jpg,1280,720
title,98,87,724,101,video7_4_6_shot67.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot67.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot67.jpg,1280,720
handwriting,793,372,202,257,video7_4_6_shot67.jpg,1280,720
instructor,935,362,344,356,video7_4_6_shot67.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot67.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot67.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot67.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot67.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot67.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot67.jpg,1280,720
header,129,11,289,55,video7_4_6_shot68.jpg,1280,720
header,648,49,219,17,video7_4_6_shot68.jpg,1280,720
title,98,87,724,101,video7_4_6_shot68.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot68.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot68.jpg,1280,720
handwriting,794,371,202,257,video7_4_6_shot68.jpg,1280,720
instructor,923,361,356,358,video7_4_6_shot68.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot68.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot68.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot68.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot68.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot68.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot68.jpg,1280,720
header,129,11,289,55,video7_4_6_shot69.jpg,1280,720
header,648,49,219,17,video7_4_6_shot69.jpg,1280,720
title,98,87,724,101,video7_4_6_shot69.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot69.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot69.jpg,1280,720
handwriting,794,372,202,257,video7_4_6_shot69.jpg,1280,720
instructor,954,348,321,371,video7_4_6_shot69.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot69.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot69.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot69.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot69.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot69.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot69.jpg,1280,720
header,129,10,288,55,video7_4_6_shot7.jpg,1280,720
header,648,50,219,17,video7_4_6_shot7.jpg,1280,720
title,99,111,665,45,video7_4_6_shot7.jpg,1280,720
footer,99,673,64,21,video7_4_6_shot7.jpg,1280,720
instructor,974,356,300,363,video7_4_6_shot7.jpg,1280,720
text box,99,201,828,59,video7_4_6_shot7.jpg,1280,720
footer,348,674,355,20,video7_4_6_shot7.jpg,1280,720
header,129,11,289,55,video7_4_6_shot70.jpg,1280,720
header,648,49,219,17,video7_4_6_shot70.jpg,1280,720
title,98,87,724,101,video7_4_6_shot70.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot70.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot70.jpg,1280,720
handwriting,794,372,202,257,video7_4_6_shot70.jpg,1280,720
instructor,960,359,310,361,video7_4_6_shot70.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot70.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot70.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot70.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot70.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot70.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot70.jpg,1280,720
header,129,11,289,55,video7_4_6_shot71.jpg,1280,720
header,648,49,219,17,video7_4_6_shot71.jpg,1280,720
title,98,87,724,101,video7_4_6_shot71.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot71.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot71.jpg,1280,720
handwriting,794,372,202,257,video7_4_6_shot71.jpg,1280,720
instructor,960,376,319,343,video7_4_6_shot71.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot71.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot71.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot71.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot71.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot71.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot71.jpg,1280,720
header,129,11,289,55,video7_4_6_shot72.jpg,1280,720
header,648,49,219,17,video7_4_6_shot72.jpg,1280,720
title,98,87,724,101,video7_4_6_shot72.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot72.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot72.jpg,1280,720
handwriting,751,372,244,257,video7_4_6_shot72.jpg,1280,720
instructor,960,373,319,346,video7_4_6_shot72.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot72.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot72.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot72.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot72.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot72.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot72.jpg,1280,720
header,129,11,289,55,video7_4_6_shot73.jpg,1280,720
header,648,49,219,17,video7_4_6_shot73.jpg,1280,720
title,98,87,724,101,video7_4_6_shot73.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot73.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot73.jpg,1280,720
handwriting,751,372,247,257,video7_4_6_shot73.jpg,1280,720
instructor,960,358,319,361,video7_4_6_shot73.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot73.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot73.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot73.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot73.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot73.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot73.jpg,1280,720
header,129,11,289,55,video7_4_6_shot74.jpg,1280,720
header,648,49,219,17,video7_4_6_shot74.jpg,1280,720
title,98,87,724,101,video7_4_6_shot74.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot74.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot74.jpg,1280,720
handwriting,750,370,246,258,video7_4_6_shot74.jpg,1280,720
instructor,960,377,319,342,video7_4_6_shot74.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot74.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot74.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot74.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot74.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot74.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot74.jpg,1280,720
header,129,11,289,55,video7_4_6_shot75.jpg,1280,720
header,648,49,219,17,video7_4_6_shot75.jpg,1280,720
title,98,87,724,101,video7_4_6_shot75.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot75.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot75.jpg,1280,720
handwriting,751,372,244,276,video7_4_6_shot75.jpg,1280,720
instructor,971,358,308,361,video7_4_6_shot75.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot75.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot75.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot75.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot75.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot75.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot75.jpg,1280,720
header,129,11,289,55,video7_4_6_shot76.jpg,1280,720
header,648,49,219,17,video7_4_6_shot76.jpg,1280,720
title,98,87,724,101,video7_4_6_shot76.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot76.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot76.jpg,1280,720
handwriting,752,371,248,278,video7_4_6_shot76.jpg,1280,720
instructor,989,364,290,355,video7_4_6_shot76.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot76.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot76.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot76.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot76.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot76.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot76.jpg,1280,720
header,129,11,289,55,video7_4_6_shot77.jpg,1280,720
header,648,49,219,17,video7_4_6_shot77.jpg,1280,720
title,98,87,724,101,video7_4_6_shot77.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot77.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot77.jpg,1280,720
handwriting,750,370,248,298,video7_4_6_shot77.jpg,1280,720
instructor,1004,362,275,357,video7_4_6_shot77.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot77.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot77.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot77.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot77.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot77.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot77.jpg,1280,720
header,129,11,289,55,video7_4_6_shot78.jpg,1280,720
header,648,49,219,17,video7_4_6_shot78.jpg,1280,720
title,98,87,724,101,video7_4_6_shot78.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot78.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot78.jpg,1280,720
handwriting,750,371,246,296,video7_4_6_shot78.jpg,1280,720
instructor,977,347,302,372,video7_4_6_shot78.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot78.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot78.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot78.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot78.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot78.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot78.jpg,1280,720
header,129,11,289,55,video7_4_6_shot79.jpg,1280,720
header,648,49,219,17,video7_4_6_shot79.jpg,1280,720
title,98,87,724,101,video7_4_6_shot79.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot79.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot79.jpg,1280,720
handwriting,750,371,247,297,video7_4_6_shot79.jpg,1280,720
instructor,971,358,308,361,video7_4_6_shot79.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot79.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot79.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot79.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot79.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot79.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot79.jpg,1280,720
header,129,10,288,55,video7_4_6_shot8.jpg,1280,720
header,648,50,219,17,video7_4_6_shot8.jpg,1280,720
title,98,111,665,45,video7_4_6_shot8.jpg,1280,720
footer,97,673,68,21,video7_4_6_shot8.jpg,1280,720
instructor,960,350,315,369,video7_4_6_shot8.jpg,1280,720
text box,99,198,829,101,video7_4_6_shot8.jpg,1280,720
figure,324,294,343,94,video7_4_6_shot8.jpg,1280,720
footer,348,673,354,22,video7_4_6_shot8.jpg,1280,720
header,129,11,289,55,video7_4_6_shot80.jpg,1280,720
header,648,49,219,17,video7_4_6_shot80.jpg,1280,720
title,98,87,724,101,video7_4_6_shot80.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot80.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot80.jpg,1280,720
handwriting,751,372,247,296,video7_4_6_shot80.jpg,1280,720
instructor,993,367,286,352,video7_4_6_shot80.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot80.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot80.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot80.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot80.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot80.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot80.jpg,1280,720
header,129,11,289,55,video7_4_6_shot81.jpg,1280,720
header,648,49,219,17,video7_4_6_shot81.jpg,1280,720
title,98,87,724,101,video7_4_6_shot81.jpg,1280,720
text box,97,486,599,110,video7_4_6_shot81.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot81.jpg,1280,720
handwriting,751,371,246,297,video7_4_6_shot81.jpg,1280,720
instructor,978,358,301,361,video7_4_6_shot81.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot81.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot81.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot81.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot81.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot81.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot81.jpg,1280,720
header,129,11,289,55,video7_4_6_shot82.jpg,1280,720
header,648,49,219,17,video7_4_6_shot82.jpg,1280,720
title,98,87,724,101,video7_4_6_shot82.jpg,1280,720
text box,96,486,834,144,video7_4_6_shot82.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot82.jpg,1280,720
handwriting,751,371,247,296,video7_4_6_shot82.jpg,1280,720
instructor,960,358,319,361,video7_4_6_shot82.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot82.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot82.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot82.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot82.jpg,1280,720
handwriting,471,636,132,35,video7_4_6_shot82.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot82.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot82.jpg,1280,720
header,129,11,289,55,video7_4_6_shot83.jpg,1280,720
header,648,49,219,17,video7_4_6_shot83.jpg,1280,720
title,98,87,724,101,video7_4_6_shot83.jpg,1280,720
text box,97,486,833,147,video7_4_6_shot83.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot83.jpg,1280,720
handwriting,750,372,248,295,video7_4_6_shot83.jpg,1280,720
instructor,1008,365,271,354,video7_4_6_shot83.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot83.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot83.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot83.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot83.jpg,1280,720
handwriting,471,635,132,36,video7_4_6_shot83.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot83.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot83.jpg,1280,720
header,129,11,289,55,video7_4_6_shot84.jpg,1280,720
header,648,49,219,17,video7_4_6_shot84.jpg,1280,720
title,98,87,724,101,video7_4_6_shot84.jpg,1280,720
text box,97,486,835,145,video7_4_6_shot84.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot84.jpg,1280,720
handwriting,739,370,259,321,video7_4_6_shot84.jpg,1280,720
instructor,1010,364,268,355,video7_4_6_shot84.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot84.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot84.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot84.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot84.jpg,1280,720
handwriting,471,634,133,36,video7_4_6_shot84.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot84.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot84.jpg,1280,720
header,129,11,289,55,video7_4_6_shot85.jpg,1280,720
header,648,49,219,17,video7_4_6_shot85.jpg,1280,720
title,98,87,724,101,video7_4_6_shot85.jpg,1280,720
text box,97,486,835,148,video7_4_6_shot85.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot85.jpg,1280,720
handwriting,738,372,260,339,video7_4_6_shot85.jpg,1280,720
instructor,1010,358,269,361,video7_4_6_shot85.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot85.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot85.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot85.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot85.jpg,1280,720
handwriting,472,634,130,38,video7_4_6_shot85.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot85.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot85.jpg,1280,720
header,129,11,289,55,video7_4_6_shot86.jpg,1280,720
header,648,49,219,17,video7_4_6_shot86.jpg,1280,720
title,98,87,724,101,video7_4_6_shot86.jpg,1280,720
text box,97,486,835,146,video7_4_6_shot86.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot86.jpg,1280,720
handwriting,739,371,257,341,video7_4_6_shot86.jpg,1280,720
instructor,981,354,298,365,video7_4_6_shot86.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot86.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot86.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot86.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot86.jpg,1280,720
handwriting,471,634,132,38,video7_4_6_shot86.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot86.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot86.jpg,1280,720
header,129,11,289,55,video7_4_6_shot87.jpg,1280,720
header,648,49,219,17,video7_4_6_shot87.jpg,1280,720
title,98,87,724,101,video7_4_6_shot87.jpg,1280,720
text box,97,486,834,147,video7_4_6_shot87.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot87.jpg,1280,720
handwriting,738,372,260,341,video7_4_6_shot87.jpg,1280,720
instructor,970,358,309,361,video7_4_6_shot87.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot87.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot87.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot87.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot87.jpg,1280,720
handwriting,471,635,131,36,video7_4_6_shot87.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot87.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot87.jpg,1280,720
header,129,11,289,55,video7_4_6_shot88.jpg,1280,720
header,648,49,219,17,video7_4_6_shot88.jpg,1280,720
title,98,87,724,101,video7_4_6_shot88.jpg,1280,720
text box,97,486,834,148,video7_4_6_shot88.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot88.jpg,1280,720
handwriting,737,372,259,340,video7_4_6_shot88.jpg,1280,720
instructor,981,356,298,363,video7_4_6_shot88.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot88.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot88.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot88.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot88.jpg,1280,720
handwriting,469,634,134,35,video7_4_6_shot88.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot88.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot88.jpg,1280,720
header,129,11,289,55,video7_4_6_shot89.jpg,1280,720
header,648,49,219,17,video7_4_6_shot89.jpg,1280,720
title,98,87,724,101,video7_4_6_shot89.jpg,1280,720
figure,214,420,560,52,video7_4_6_shot89.jpg,1280,720
text box,97,486,834,146,video7_4_6_shot89.jpg,1280,720
footer,98,674,67,21,video7_4_6_shot89.jpg,1280,720
handwriting,739,372,258,340,video7_4_6_shot89.jpg,1280,720
instructor,971,358,308,361,video7_4_6_shot89.jpg,1280,720
text box,97,198,841,97,video7_4_6_shot89.jpg,1280,720
handwriting,710,275,223,56,video7_4_6_shot89.jpg,1280,720
footer,348,674,356,20,video7_4_6_shot89.jpg,1280,720
handwriting,333,141,61,53,video7_4_6_shot89.jpg,1280,720
handwriting,471,634,133,39,video7_4_6_shot89.jpg,1280,720
figure,133,333,766,52,video7_4_6_shot89.jpg,1280,720
header,129,10,288,55,video7_4_6_shot9.jpg,1280,720
header,648,50,219,17,video7_4_6_shot9.jpg,1280,720
title,99,111,664,45,video7_4_6_shot9.jpg,1280,720
footer,98,673,66,21,video7_4_6_shot9.jpg,1280,720
instructor,960,350,311,369,video7_4_6_shot9.jpg,1280,720
text box,100,200,828,99,video7_4_6_shot9.jpg,1280,720
figure,324,294,343,94,video7_4_6_shot9.jpg,1280,720
footer,348,674,355,22,video7_4_6_shot9.jpg,1280,720
header,149,8,290,55,video7_5_1_shot1.jpg,1280,720
header,675,46,218,18,video7_5_1_shot1.jpg,1280,720
title,434,276,206,41,video7_5_1_shot1.jpg,1280,720
text box,280,437,526,147,video7_5_1_shot1.jpg,1280,720
footer,119,678,66,18,video7_5_1_shot1.jpg,1280,720
instructor,955,373,324,347,video7_5_1_shot1.jpg,1280,720
header,150,9,289,54,video7_5_1_shot10.jpg,1280,720
header,675,47,218,16,video7_5_1_shot10.jpg,1280,720
title,129,125,347,45,video7_5_1_shot10.jpg,1280,720
footer,119,678,65,20,video7_5_1_shot10.jpg,1280,720
diagram,76,480,930,132,video7_5_1_shot10.jpg,1280,720
instructor,944,385,335,334,video7_5_1_shot10.jpg,1280,720
header,150,9,289,54,video7_5_1_shot11.jpg,1280,720
header,675,47,218,16,video7_5_1_shot11.jpg,1280,720
title,129,125,347,45,video7_5_1_shot11.jpg,1280,720
footer,119,678,65,20,video7_5_1_shot11.jpg,1280,720
diagram,76,480,930,132,video7_5_1_shot11.jpg,1280,720
instructor,951,385,328,334,video7_5_1_shot11.jpg,1280,720
text box,120,205,601,30,video7_5_1_shot11.jpg,1280,720
header,150,9,289,54,video7_5_1_shot12.jpg,1280,720
header,675,47,218,16,video7_5_1_shot12.jpg,1280,720
title,129,125,347,45,video7_5_1_shot12.jpg,1280,720
footer,119,678,65,20,video7_5_1_shot12.jpg,1280,720
diagram,76,480,930,134,video7_5_1_shot12.jpg,1280,720
instructor,954,385,325,334,video7_5_1_shot12.jpg,1280,720
text box,120,204,602,30,video7_5_1_shot12.jpg,1280,720
text box,120,255,837,72,video7_5_1_shot12.jpg,1280,720
text box,120,349,769,72,video7_5_1_shot12.jpg,1280,720
header,150,9,289,54,video7_5_1_shot13.jpg,1280,720
header,675,47,218,16,video7_5_1_shot13.jpg,1280,720
title,129,123,597,47,video7_5_1_shot13.jpg,1280,720
footer,119,678,65,20,video7_5_1_shot13.jpg,1280,720
diagram,78,304,739,112,video7_5_1_shot13.jpg,1280,720
picture,843,261,152,204,video7_5_1_shot13.jpg,1280,720
instructor,957,388,322,332,video7_5_1_shot13.jpg,1280,720
header,150,8,289,55,video7_5_1_shot14.jpg,1280,720
title,132,126,127,43,video7_5_1_shot14.jpg,1280,720
header,675,47,218,16,video7_5_1_shot14.jpg,1280,720
footer,119,678,65,20,video7_5_1_shot14.jpg,1280,720
instructor,961,388,318,331,video7_5_1_shot14.jpg,1280,720
diagram,72,206,934,140,video7_5_1_shot14.jpg,1280,720
text box,70,351,142,306,video7_5_1_shot14.jpg,1280,720
header,150,8,289,55,video7_5_1_shot15.jpg,1280,720
title,130,125,166,43,video7_5_1_shot15.jpg,1280,720
header,675,47,218,16,video7_5_1_shot15.jpg,1280,720
footer,119,678,65,20,video7_5_1_shot15.jpg,1280,720
instructor,958,384,321,335,video7_5_1_shot15.jpg,1280,720
diagram,72,206,933,140,video7_5_1_shot15.jpg,1280,720
text box,70,351,142,306,video7_5_1_shot15.jpg,1280,720
text box,232,351,136,307,video7_5_1_shot15.jpg,1280,720
diagram,470,363,151,252,video7_5_1_shot15.jpg,1280,720
header,150,8,289,55,video7_5_1_shot16.jpg,1280,720
title,130,125,228,38,video7_5_1_shot16.jpg,1280,720
header,675,47,218,16,video7_5_1_shot16.jpg,1280,720
footer,119,678,65,20,video7_5_1_shot16.jpg,1280,720
instructor,958,385,321,334,video7_5_1_shot16.jpg,1280,720
diagram,72,206,933,139,video7_5_1_shot16.jpg,1280,720
text box,70,351,142,306,video7_5_1_shot16.jpg,1280,720
text box,235,351,133,307,video7_5_1_shot16.jpg,1280,720
diagram,470,363,151,252,video7_5_1_shot16.jpg,1280,720
text box,741,351,107,78,video7_5_1_shot16.jpg,1280,720
picture,730,445,148,206,video7_5_1_shot16.jpg,1280,720
picture,858,359,155,179,video7_5_1_shot16.jpg,1280,720
header,150,8,289,55,video7_5_1_shot17.jpg,1280,720
title,130,123,536,48,video7_5_1_shot17.jpg,1280,720
picture,686,14,199,178,video7_5_1_shot17.jpg,1280,720
footer,119,678,65,20,video7_5_1_shot17.jpg,1280,720
instructor,958,385,321,334,video7_5_1_shot17.jpg,1280,720
diagram,72,206,933,139,video7_5_1_shot17.jpg,1280,720
text box,72,351,139,87,video7_5_1_shot17.jpg,1280,720
text box,232,351,136,109,video7_5_1_shot17.jpg,1280,720
diagram,410,357,238,314,video7_5_1_shot17.jpg,1280,720
